no,date,red1,red2,red3,red4,red5,red6,blue1,count,count_length
13114,20130929,4,6,17,21,23,33,7,3744831,7
13115,20131001,3,12,16,17,18,27,8,46532698,8
13116,20131003,12,15,21,26,32,33,7,27083872,8
13117,20131006,9,12,13,24,27,33,16,314143,6
13118,20131008,2,3,17,22,32,33,16,8615978,7
13119,20131010,5,15,20,22,26,32,9,25378072,8
13120,20131013,5,6,13,18,23,31,11,1643399,7
13121,20131015,4,5,6,7,25,27,7,462272,6
13122,20131017,7,10,13,15,26,27,11,11465322,8
13123,20131020,1,2,6,11,17,25,2,5803335,7
13124,20131022,3,9,15,23,25,30,7,34585671,8
13125,20131024,4,6,8,18,25,28,16,12519572,8
13126,20131027,4,10,19,27,31,33,16,11789417,8
13127,20131029,2,3,13,20,22,33,14,12309935,8
13128,20131031,7,13,17,19,25,31,8,5360772,7
13129,20131103,5,6,10,14,27,31,14,7853026,7
13130,20131105,1,3,15,16,31,33,8,2909776,7
13131,20131107,4,6,12,17,19,26,9,1984108,7
13132,20131110,20,21,22,23,25,27,12,8182208,7
13133,20131112,4,7,12,19,22,25,1,27332211,8
13134,20131114,1,17,18,19,25,29,10,27450996,8
13135,20131117,9,23,24,25,29,31,12,4148664,7
13136,20131119,4,6,14,16,18,26,6,18086566,8
13137,20131121,4,17,19,23,24,27,10,47941400,8
13138,20131124,4,15,16,24,27,28,3,12445252,8
13139,20131126,7,8,11,13,21,27,8,9326481,7
13140,20131128,1,5,12,13,21,22,10,116143992,9
13141,20131201,3,4,5,25,30,31,4,14057281,8
13142,20131203,11,12,14,20,22,29,14,16119388,8
13143,20131205,12,18,21,22,27,32,11,3611492,7
13144,20131208,5,7,12,19,27,31,2,15955600,8
13145,20131210,6,10,13,16,23,24,15,22237600,8
13146,20131212,8,20,25,30,32,33,1,37874411,8
13147,20131215,2,15,16,17,19,30,8,3248317,7
13148,20131217,6,11,12,14,17,22,1,4083407,7
13149,20131219,9,18,25,26,30,32,11,46319153,8
13150,20131222,1,15,16,25,26,29,10,20326692,8
13151,20131224,3,9,10,19,28,33,9,24153237,8
13152,20131226,4,6,14,16,18,29,5,58666420,8
13153,20131229,8,11,13,18,28,33,10,10539589,8
13154,20131231,7,11,14,19,24,29,5,13501840,8
14001,20140102,3,9,15,20,27,29,1,27826786,8
14002,20140105,4,21,23,31,32,33,4,3740667,7
14003,20140107,6,10,11,28,30,33,12,1126076,7
14004,20140109,1,4,19,22,24,25,15,11856562,8
14005,20140112,15,18,23,27,32,33,4,9720713,7
14006,20140114,3,4,7,17,21,27,14,2148928,7
14007,20140116,8,10,12,14,18,28,14,11541479,8
14008,20140119,5,14,16,21,29,30,12,9363144,7
14009,20140121,8,9,19,20,25,32,16,4159308,7
14010,20140123,5,7,8,20,31,33,11,69102409,8
14011,20140126,9,10,13,14,21,32,2,20371018,8
14012,20140128,1,8,11,19,21,24,8,148936,6
14013,20140209,5,9,13,15,17,21,13,35135636,8
14014,20140211,4,9,19,22,25,29,15,9212541,7
14015,20140213,2,11,19,30,32,33,9,16139640,8
14016,20140216,2,3,7,13,21,24,8,15075899,8
14017,20140218,4,6,7,14,25,26,10,18916751,8
14018,20140220,13,17,18,21,30,33,15,3794312,7
14019,20140223,2,10,15,19,20,21,7,25040897,8
14020,20140225,9,14,17,23,24,25,15,1615277,7
14021,20140227,8,10,15,17,22,29,12,7942718,7
14022,20140302,4,6,7,10,21,26,16,41834326,8
14023,20140304,7,9,13,17,21,22,10,975395,6
14024,20140306,8,10,16,20,23,30,9,3243441,7
14025,20140309,1,5,10,14,16,30,16,21542090,8
14026,20140311,1,2,5,6,11,23,14,24217788,8
14027,20140313,8,10,14,16,30,31,1,3096884,7
14028,20140316,6,16,21,27,30,32,5,73563075,8
14029,20140318,2,7,14,16,21,29,14,34293130,8
14030,20140320,12,18,19,23,24,30,10,457972,6
14031,20140323,4,10,16,17,21,27,14,4062003,7
14032,20140325,1,2,14,22,29,33,7,11653890,8
14033,20140327,5,13,23,28,32,33,12,24515072,8
14034,20140330,1,3,4,8,25,31,6,26976643,8
14035,20140401,7,8,9,17,32,33,6,8821894,7
14036,20140403,1,7,8,9,11,22,3,741996,6
14037,20140406,6,13,14,24,25,30,7,9620107,7
14038,20140408,4,7,22,23,24,33,16,721841,6
14039,20140410,3,11,15,19,20,31,7,1060416,7
14040,20140413,3,4,6,11,12,15,8,7661858,7
14041,20140415,7,11,16,18,21,22,2,19157407,8
14042,20140417,12,15,20,25,28,33,14,15368107,8
14043,20140420,2,5,9,14,24,33,9,7555670,7
14044,20140422,4,9,21,27,28,33,12,14595959,8
14045,20140424,2,4,9,11,19,22,15,41454426,8
14046,20140427,2,10,11,17,18,22,10,1453332,7
14047,20140429,8,10,11,12,19,29,15,8642786,7
14048,20140501,6,9,16,17,24,25,16,293419,6
14049,20140504,6,7,16,17,23,32,6,4202243,7
14050,20140506,3,17,23,25,26,32,13,10381831,8
14051,20140508,10,16,19,21,23,24,13,1344359,7
14052,20140511,9,13,15,28,30,33,8,59928,5
14053,20140513,14,17,19,22,26,31,2,11991445,8
14054,20140515,1,4,5,11,29,30,14,3277357,7
14055,20140518,2,9,14,19,21,30,4,4441999,7
14056,20140520,1,11,18,20,28,29,1,6573866,7
14057,20140522,2,4,12,18,23,31,8,22580422,8
14058,20140525,2,3,12,13,14,25,11,33903126,8
14059,20140527,5,8,12,13,23,25,13,9477752,7
14060,20140529,3,5,14,18,25,33,6,4193421,7
14061,20140601,2,14,17,27,28,31,8,44192661,8
14062,20140603,6,9,15,24,25,26,9,49611374,8
14063,20140605,3,8,17,21,22,31,16,2760224,7
14064,20140608,2,9,15,16,29,32,14,56890967,8
14065,20140610,3,4,5,8,10,22,6,39062007,8
14066,20140612,2,5,15,17,18,21,16,15087321,8
14067,20140615,1,6,7,17,18,23,6,20939893,8
14068,20140617,4,12,13,22,27,29,16,4209820,7
14069,20140619,5,12,17,19,25,30,11,31462397,8
14070,20140622,1,7,9,19,28,29,7,32083249,8
14071,20140624,2,4,12,17,22,25,14,40334672,8
14072,20140626,1,3,7,13,19,32,16,7708280,7
14073,20140629,1,12,16,20,30,33,2,17071973,8
14074,20140701,1,3,6,13,30,31,12,4076376,7
14075,20140703,3,9,11,22,27,29,6,4478076,7
14076,20140706,6,10,12,17,18,33,11,7495465,7
14077,20140708,8,9,12,15,19,22,10,582963,6
14078,20140710,2,3,5,6,9,17,7,2835818,7
14079,20140713,2,7,16,22,27,28,2,4693590,7
14080,20140715,5,14,16,17,25,30,7,16877463,8
14081,20140717,8,14,22,24,27,29,10,12883352,8
14082,20140720,2,4,20,25,26,29,11,23175150,8
14083,20140722,5,6,19,21,23,33,12,5303412,7
14084,20140724,1,6,9,10,13,25,8,39287277,8
14085,20140727,1,2,11,19,23,29,8,26205719,8
14086,20140729,2,4,10,12,14,30,8,61802,5
14087,20140731,6,18,22,23,32,33,6,16098814,8
14088,20140803,3,6,11,14,16,29,15,4188859,7
14089,20140805,4,6,14,17,27,30,9,5242180,7
14090,20140807,5,9,11,19,24,32,13,16538163,8
14091,20140810,1,5,12,19,27,29,14,18638363,8
14092,20140812,3,13,18,19,22,26,7,14995444,8
14093,20140814,2,8,9,10,20,29,5,3361066,7
14094,20140817,1,10,18,20,23,29,1,8057320,7
14095,20140819,5,6,8,14,22,31,8,34030841,8
14096,20140821,12,14,17,19,22,24,8,614012,6
14097,20140824,7,13,24,25,27,32,15,5705768,7
14098,20140826,2,13,17,20,29,31,7,14083311,8
14099,20140828,1,5,10,11,13,32,14,8839320,7
14100,20140831,1,6,9,10,14,16,11,10722015,8
14101,20140902,16,18,20,23,24,32,7,15651945,8
14102,20140904,14,16,21,24,28,31,13,1813149,7
14103,20140907,3,8,9,10,18,33,4,19136911,8
14104,20140909,2,6,12,19,27,28,13,6277284,7
14105,20140911,14,16,17,19,27,32,4,16575405,8
14106,20140914,9,14,17,18,21,25,15,7341902,7
14107,20140916,11,14,17,22,25,27,16,18751598,8
14108,20140918,3,8,9,20,23,28,2,28435966,8
14109,20140921,2,5,11,15,19,28,2,8837616,7
14110,20140923,1,8,11,13,19,30,6,2039909,7
14111,20140925,2,8,17,20,22,28,2,82893037,8
14112,20140928,1,15,16,21,24,30,3,1692133,7
14113,20140930,12,14,28,31,32,33,7,4093467,7
14114,20141002,2,7,23,30,32,33,10,25836662,8
14115,20141005,1,9,10,11,13,32,3,4129025,7
14116,20141007,9,10,14,15,19,29,16,9772770,7
14117,20141009,5,10,17,25,28,29,4,7675226,7
14118,20141012,5,7,15,18,26,30,3,22341106,8
14119,20141014,6,13,17,20,26,29,9,9834922,7
14120,20141016,1,7,12,16,23,28,4,17530933,8
14121,20141019,1,2,13,22,28,30,9,33523705,8
14122,20141021,6,9,11,16,20,29,11,5646270,7
14123,20141023,1,6,11,17,28,33,5,23085952,8
14124,20141026,2,17,20,24,31,33,4,17128545,8
14125,20141028,10,11,15,26,31,32,6,13536836,8
14126,20141030,6,11,16,17,22,27,1,9194301,7
14127,20141102,2,10,12,21,23,27,12,2875753,7
14128,20141104,5,7,8,17,18,24,14,1425949,7
14129,20141106,5,8,9,20,28,32,2,11955378,8
14130,20141109,1,2,10,24,30,33,10,880455,6
14131,20141111,5,17,21,22,28,32,14,21898204,8
14132,20141113,5,6,14,15,18,33,8,3390402,7
14133,20141116,13,14,16,23,30,31,13,819397,6
14134,20141118,5,16,22,23,26,28,2,18032816,8
14135,20141120,2,4,11,13,25,33,1,14849009,8
14136,20141123,3,16,19,27,31,32,10,16359171,8
14137,20141125,3,6,9,11,25,29,9,8907532,7
14138,20141127,4,6,13,29,31,33,13,8070708,7
14139,20141130,1,14,15,20,25,29,11,10974917,8
14140,20141202,6,10,11,14,17,33,6,30466937,8
14141,20141204,8,9,11,16,21,24,10,5258929,7
14142,20141207,6,21,22,23,25,28,13,3452423,7
14143,20141209,3,12,18,20,25,26,16,79647014,8
14144,20141211,3,5,6,9,10,27,14,15380187,8
14145,20141214,10,12,13,23,26,29,11,23902242,8
14146,20141216,1,6,13,20,29,32,1,5918646,7
14147,20141218,6,7,22,26,31,32,10,12857983,8
14148,20141221,1,2,5,12,15,16,13,7384904,7
14149,20141223,7,9,10,15,19,33,1,18591601,8
14150,20141225,3,8,14,22,24,32,9,37118061,8
14151,20141228,4,5,8,11,21,27,8,34260669,8
14152,20141230,8,13,15,20,21,25,12,47562308,8
15001,20150101,1,7,9,16,20,23,6,7968528,7
15002,20150104,7,15,16,25,28,32,5,62134403,8
15003,20150106,10,15,20,23,24,31,15,34977466,8
15004,20150108,2,14,15,16,23,24,10,3726991,7
15005,20150111,7,10,16,17,18,32,15,2049884,7
15006,20150113,1,10,11,29,31,33,13,45827303,8
15007,20150115,1,7,9,17,20,33,8,6264197,7
15008,20150118,4,7,10,16,20,22,3,11959588,8
15009,20150120,4,7,14,17,21,25,14,10650176,8
15010,20150122,1,2,3,8,21,31,9,15061972,8
15011,20150125,4,14,15,17,18,20,15,15674666,8
15012,20150127,3,5,22,23,29,31,6,13406406,8
15013,20150129,8,9,24,25,26,29,1,1124415,7
15014,20150201,2,12,16,19,27,30,11,19010310,8
15015,20150203,1,7,20,24,25,33,4,17345484,8
15016,20150205,2,6,10,15,17,31,13,147782477,9
15017,20150208,13,18,20,25,27,33,12,16499051,8
15018,20150210,6,9,12,14,28,29,9,11782013,8
15019,20150212,2,6,11,19,25,26,4,37492700,8
15020,20150215,1,4,7,19,22,23,4,24073282,8
15021,20150217,14,15,16,17,27,28,8,48745288,8
15022,20150226,4,7,10,16,23,25,10,44274485,8
15023,20150301,8,9,10,13,29,30,1,38363447,8
15024,20150303,9,11,16,18,23,24,10,3229997,7
15025,20150305,10,11,12,15,27,32,14,26863951,8
15026,20150308,2,13,17,21,22,33,13,57750551,8
15027,20150310,5,7,9,16,26,29,7,1425535,7
15028,20150312,4,7,10,26,27,28,14,2309173,7
15029,20150315,7,14,15,19,21,28,7,53919405,8
15030,20150317,8,11,14,15,16,26,7,7236901,7
15031,20150319,1,5,7,22,26,32,11,7513044,7
15032,20150322,11,14,16,18,29,32,16,1471209,7
15033,20150324,3,6,21,29,31,32,5,8096123,7
15034,20150326,12,13,17,18,20,27,13,6494433,7
15035,20150329,1,8,9,22,24,33,3,12068746,8
15036,20150331,4,6,16,17,26,33,3,7835873,7
15037,20150402,5,7,12,18,28,31,3,6989469,7
15038,20150405,5,6,11,12,14,33,14,22993499,8
15039,20150407,1,13,15,26,29,30,12,615448,6
15040,20150409,13,16,18,27,30,32,16,17225027,8
15041,20150412,4,9,11,17,21,25,6,4391798,7
15042,20150414,9,10,19,21,23,32,8,49843201,8
15043,20150416,11,12,15,24,26,27,15,8410040,7
15044,20150419,2,3,4,13,14,16,2,26976730,8
15045,20150421,1,5,13,22,30,31,7,20809235,8
15046,20150423,5,7,10,14,23,31,1,45451678,8
15047,20150426,2,3,20,24,26,27,9,1631828,7
15048,20150428,13,16,17,22,25,27,10,3425720,7
15049,20150430,7,12,14,17,20,23,5,64401402,8
15050,20150503,3,9,12,16,17,31,4,43494619,8
15051,20150505,4,10,24,26,28,32,9,7362611,7
15052,20150507,2,4,11,16,25,26,12,4627854,7
15053,20150510,3,7,17,22,32,33,10,6313435,7
15054,20150512,1,2,7,10,22,26,7,8979378,7
15055,20150514,1,10,15,18,19,28,2,4094842,7
15056,20150517,1,7,8,16,18,20,14,28504021,8
15057,20150519,9,20,24,25,26,32,4,4367972,7
15058,20150521,2,9,10,18,19,20,15,36676686,8
15059,20150524,2,6,9,16,25,32,14,8184565,7
15060,20150526,1,3,18,27,31,32,13,1262357,7
15061,20150528,6,18,22,26,32,33,4,23066689,8
15062,20150531,9,14,15,18,21,26,16,15035400,8
15063,20150602,1,7,9,16,22,32,12,13338211,8
15064,20150604,11,12,14,17,23,27,1,1878895,7
15065,20150607,8,10,14,19,26,29,12,14385485,8
15066,20150609,5,8,11,17,24,28,16,34825520,8
15067,20150611,2,5,8,24,25,31,14,30199980,8
15068,20150614,6,15,18,21,26,27,10,11304564,8
15069,20150616,1,13,17,18,23,30,15,51765628,8
15070,20150618,1,7,13,19,21,29,15,82738769,8
15071,20150621,8,18,20,28,29,31,8,7578374,7
15072,20150623,1,3,5,20,21,31,5,9042286,7
15073,20150625,1,2,17,22,26,27,4,17778300,8
15074,20150628,4,7,21,25,26,29,8,23784371,8
15075,20150630,6,11,13,19,21,32,4,1993946,7
15076,20150702,1,9,10,19,23,27,9,14806461,8
15077,20150705,1,6,8,10,13,27,16,7239777,7
15078,20150707,3,7,20,22,26,29,2,3012898,7
15079,20150709,9,14,15,20,26,32,11,51722302,8
15080,20150712,14,17,25,27,28,30,2,12995,5
15081,20150714,13,20,22,26,28,31,13,1117898,7
15082,20150716,2,8,9,14,28,30,7,9175240,7
15083,20150719,6,7,16,18,29,32,5,8777044,7
15084,20150721,15,18,20,22,28,29,15,19358853,8
15085,20150723,2,8,25,27,28,29,5,40242304,8
15086,20150726,5,6,8,16,18,22,12,26070721,8
15087,20150728,9,15,16,19,20,28,11,33901950,8
15088,20150730,2,12,20,24,29,31,9,32037071,8
15089,20150802,12,14,19,27,28,29,1,21559124,8
15090,20150804,10,12,14,22,25,33,15,12855535,8
15091,20150806,5,7,17,19,22,31,11,19778148,8
15092,20150809,9,15,19,21,26,27,1,27478627,8
15093,20150811,1,3,13,21,25,31,8,7105401,7
15094,20150813,1,4,6,13,16,17,10,9571899,7
15095,20150816,4,15,21,28,30,31,4,13370147,8
15096,20150818,6,16,17,23,24,31,7,9369133,7
15097,20150820,9,12,14,20,26,27,4,3345548,7
15098,20150823,6,9,13,26,27,33,1,75755792,8
15099,20150825,6,7,10,11,14,22,9,2920853,7
15100,20150827,2,3,11,17,19,21,8,3102788,7
15101,20150830,8,16,22,24,28,29,5,12688089,8
15102,20150901,7,9,12,14,21,23,6,10588413,8
15103,20150903,6,8,13,26,30,32,14,38797740,8
15104,20150906,9,18,21,23,25,26,1,25369924,8
15105,20150908,9,10,16,19,20,26,12,20101318,8
15106,20150910,1,3,4,23,31,32,13,24664611,8
15107,20150913,7,14,16,18,21,25,8,2117460,7
15108,20150915,2,12,19,22,24,27,15,23029126,8
15109,20150917,1,8,9,16,32,33,13,9431866,7
15110,20150920,5,7,16,17,22,23,4,11831683,8
15111,20150922,8,14,16,18,20,30,12,63642473,8
15112,20150924,1,3,10,19,20,27,11,30444003,8
15113,20150927,1,5,7,8,19,27,12,5453215,7
15114,20150929,4,7,9,13,21,26,1,29753224,8
15115,20151001,1,7,8,14,24,32,3,24008165,8
15116,20151004,4,6,15,23,26,28,11,17104985,8
15117,20151006,4,11,12,18,26,32,12,26845182,8
15118,20151008,1,4,11,21,23,31,12,6006569,7
15119,20151011,2,8,10,18,23,31,8,35203309,8
15120,20151013,16,21,24,26,27,29,16,4934654,7
15121,20151015,1,3,20,21,28,29,12,24554413,8
15122,20151018,5,7,11,16,22,25,7,9182716,7
15123,20151020,5,8,9,12,22,28,7,2379209,7
15124,20151022,2,3,5,12,18,27,1,2647219,7
15125,20151025,5,13,22,27,30,33,10,11265869,8
15126,20151027,10,11,15,20,23,29,12,22076033,8
15127,20151029,7,10,19,22,27,33,6,32585378,8
15128,20151101,1,3,8,11,22,28,6,69262734,8
15129,20151103,5,8,11,16,18,27,4,71145749,8
15130,20151105,6,14,15,16,17,22,10,11749808,8
15131,20151108,10,12,13,19,22,26,3,62489244,8
15132,20151110,3,5,11,28,30,33,1,3912148,7
15133,20151112,2,3,13,20,22,24,15,5201947,7
15134,20151115,2,5,14,19,27,31,4,6194727,7
15135,20151117,1,12,14,18,26,32,7,39042637,8
15136,20151119,2,5,12,23,28,29,1,20361760,8
15137,20151122,14,22,23,27,28,31,12,36272210,8
15138,20151124,1,2,8,16,19,24,11,6150287,7
15139,20151126,1,10,13,18,25,27,9,49380527,8
15140,20151129,6,20,28,29,30,31,12,4717117,7
15141,20151201,3,8,19,25,27,28,2,11759956,8
15142,20151203,13,17,19,20,22,25,11,22732415,8
15143,20151206,13,15,19,20,21,32,4,3891504,7
15144,20151208,1,4,7,15,28,32,16,13383744,8
15145,20151210,7,8,15,19,20,24,13,4230581,7
15146,20151213,16,17,21,28,30,32,15,41397443,8
15147,20151215,8,9,16,23,24,30,5,45044573,8
15148,20151217,9,13,14,22,26,27,7,6411520,7
15149,20151220,9,10,20,21,22,33,9,17263269,8
15150,20151222,1,3,8,11,29,31,13,91724,5
15151,20151224,5,6,8,23,31,32,11,8749770,7
15152,20151227,11,18,19,21,29,32,12,6508826,7
15153,20151229,8,11,15,22,27,29,3,31215639,8
15154,20151231,7,9,11,15,18,25,7,23359876,8
16001,20160103,6,13,16,18,20,22,13,3591312,7
16002,20160105,9,14,17,20,24,30,16,12221284,8
16003,20160107,1,10,14,23,26,28,1,12988123,8
16004,20160110,8,10,17,22,25,33,12,11749053,8
16005,20160112,11,14,18,20,31,33,14,7853499,7
16006,20160114,13,16,18,20,28,31,12,2655191,7
16007,20160117,5,12,14,20,27,29,6,12578525,8
16008,20160119,2,15,24,29,32,33,2,7782655,7
16009,20160121,10,14,24,25,27,32,4,1272615,7
16010,20160124,2,4,12,14,19,25,6,6366284,7
16011,20160126,3,8,10,15,22,29,12,21907014,8
16012,20160128,7,12,14,16,27,32,15,10298970,8
16013,20160131,7,12,21,22,26,31,1,12537940,8
16014,20160202,2,8,10,18,20,27,7,899859,6
16015,20160204,1,2,14,22,25,26,7,16945797,8
16016,20160214,1,20,22,24,25,26,16,13637379,8
16017,20160216,5,6,8,20,22,30,5,5773386,7
16018,20160218,12,13,14,17,21,25,4,88691900,8
16019,20160221,6,13,16,17,23,30,10,28050180,8
16020,20160223,1,2,10,12,22,24,10,15763574,8
16021,20160225,9,11,13,22,24,26,5,9780661,7
16022,20160228,4,9,19,22,23,30,7,13367742,8
16023,20160301,3,6,10,19,25,29,7,68278821,8
16024,20160303,2,5,7,14,18,31,13,75786792,8
16025,20160306,4,11,12,17,24,30,12,615103,6
16026,20160308,4,9,12,28,30,33,1,29718810,8
16027,20160310,11,13,15,17,19,31,5,23124531,8
16028,20160313,6,8,12,21,25,29,1,11163207,8
16029,20160315,12,15,18,20,21,27,15,19047845,8
16030,20160317,10,14,19,22,25,29,12,7656422,7
16031,20160320,3,8,10,19,26,33,3,52950149,8
16032,20160322,8,12,14,15,21,27,15,5970493,7
16033,20160324,6,17,18,20,27,29,15,7160614,7
16034,20160327,3,15,21,22,23,28,15,21631169,8
16035,20160329,4,13,19,20,26,29,11,44599151,8
16036,20160331,3,4,7,9,20,22,3,9294763,7
16037,20160403,6,15,26,31,32,33,16,1525513,7
16038,20160405,3,12,13,22,28,29,3,32885918,8
16039,20160407,1,3,7,18,19,27,16,11233024,8
16040,20160410,3,13,19,20,23,26,3,2975235,7
16041,20160412,12,17,18,21,22,24,4,10127919,8
16042,20160414,7,14,17,23,26,31,9,3512147,7
16043,20160417,5,14,20,26,30,33,12,1495167,7
16044,20160419,1,3,10,12,18,30,1,2261950,7
16045,20160421,4,9,12,17,30,32,3,1503465,7
16046,20160424,7,20,25,26,27,30,14,3349398,7
16047,20160426,2,5,8,15,17,22,16,4710370,7
16048,20160428,3,8,13,14,15,30,4,18611758,8
16049,20160501,6,8,13,14,22,27,10,41764799,8
16050,20160503,9,12,24,28,29,30,2,32744848,8
16051,20160505,1,2,4,9,15,33,12,14639043,8
16052,20160508,1,6,13,19,24,28,16,3352845,7
16053,20160510,2,8,10,12,29,31,1,45443381,8
16054,20160512,6,11,16,19,28,32,4,6459117,7
16055,20160515,5,6,10,16,22,26,11,2327573,7
16056,20160517,3,4,8,11,16,18,14,22598827,8
16057,20160519,7,12,19,22,23,26,11,1118152,7
16058,20160522,3,5,18,20,24,32,11,56501781,8
16059,20160524,4,11,12,20,25,28,15,138368,6
16060,20160526,4,5,22,26,29,32,8,30842205,8
16061,20160529,5,6,8,18,20,32,8,15261209,8
16062,20160531,12,13,15,18,19,21,9,2373526,7
16063,20160602,16,17,18,23,28,32,7,44349124,8
16064,20160605,3,12,14,17,19,26,3,3023504,7
16065,20160607,13,16,22,25,26,27,14,2431051,7
16066,20160609,3,7,13,18,19,20,5,23052061,8
16067,20160612,9,13,18,20,27,31,4,39192281,8
16068,20160614,8,19,23,28,31,32,1,437636,6
16069,20160616,8,10,11,20,21,27,11,25019853,8
16070,20160619,3,6,11,18,23,29,1,8810435,7
16071,20160621,19,21,26,28,29,32,1,3332472,7
16072,20160623,5,16,19,22,24,25,2,24110688,8
16073,20160626,9,11,12,15,16,20,13,86802419,8
16074,20160628,6,10,11,12,20,25,12,6109695,7
16075,20160630,1,3,6,16,29,32,7,744671,6
16076,20160703,7,8,13,22,30,32,1,28745141,8
16077,20160705,1,9,17,19,20,29,10,5983470,7
16078,20160707,2,4,8,23,26,29,2,14465923,8
16079,20160710,1,3,10,12,24,28,2,16819035,8
16080,20160712,1,16,17,24,25,32,14,58398043,8
16081,20160714,2,6,15,25,30,32,7,961777,6
16082,20160717,6,12,14,15,17,20,9,2251048,7
16083,20160719,9,16,17,24,30,31,4,19177933,8
16084,20160721,2,4,12,18,24,26,5,7134870,7
16085,20160724,1,12,19,20,21,25,16,26240498,8
16086,20160726,9,10,11,12,15,32,5,31353914,8
16087,20160728,2,3,10,11,14,21,12,1129981,7
16088,20160731,3,14,16,18,25,33,15,11923057,8
16089,20160802,1,3,14,30,31,32,8,4302171,7
16090,20160804,2,13,17,20,21,26,7,12242303,8
16091,20160807,4,8,14,22,23,28,7,18458595,8
16092,20160809,2,13,15,23,24,29,6,5305223,7
16093,20160811,6,9,15,17,25,27,9,16776110,8
16094,20160814,6,7,10,12,18,31,10,18493507,8
16095,20160816,1,5,9,12,18,32,12,6828118,7
16096,20160818,6,13,14,21,22,24,16,33950367,8
16097,20160821,6,13,25,26,28,31,1,6309008,7
16098,20160823,2,8,25,29,31,32,6,7115316,7
16099,20160825,1,11,21,23,27,33,6,24638645,8
16100,20160828,3,10,22,23,27,29,4,6301672,7
16101,20160830,1,3,19,24,32,33,1,42495878,8
16102,20160901,5,8,10,14,17,30,13,14444749,8
16103,20160904,1,5,13,19,24,27,11,1368283,7
16104,20160906,5,9,11,18,30,31,4,4984387,7
16105,20160908,8,10,19,27,28,31,16,50119737,8
16106,20160911,4,5,13,22,25,30,4,2706332,7
16107,20160913,6,11,18,26,27,32,1,6887606,7
16108,20160915,2,3,7,8,19,26,16,4427064,7
16109,20160918,9,11,15,16,27,33,5,14725099,8
16110,20160920,5,7,28,31,32,33,8,19972245,8
16111,20160922,2,4,7,14,15,32,4,18572972,8
16112,20160925,6,12,14,15,18,25,12,19940711,8
16113,20160927,1,11,16,17,20,26,14,4832183,7
16114,20160929,5,16,20,22,27,29,9,36486604,8
16115,20161002,6,8,20,22,26,27,9,50413792,8
16116,20161004,7,18,20,23,27,31,13,11359355,8
16117,20161006,3,10,14,17,28,33,2,10023575,8
16118,20161009,9,14,22,23,31,33,14,37491435,8
16119,20161011,9,19,21,30,31,32,4,42550254,8
16120,20161013,2,5,6,21,25,28,9,12324842,8
16121,20161016,2,3,10,23,25,28,9,8900305,7
16122,20161018,15,22,23,24,28,29,8,10844656,8
16123,20161020,7,9,12,14,20,27,16,51663126,8
16124,20161023,9,15,21,24,27,32,10,5353691,7
16125,20161025,1,6,8,20,27,30,3,45752710,8
16126,20161027,2,6,12,17,18,19,10,18636779,8
16127,20161030,7,12,17,26,29,31,16,3211915,7
16128,20161101,4,9,11,17,26,27,13,5624159,7
16129,20161103,5,6,8,21,31,33,14,7443149,7
16130,20161106,3,17,21,23,27,28,1,15564260,8
16131,20161108,4,10,18,19,25,27,2,37871146,8
16132,20161110,5,8,13,19,27,28,7,6786901,7
16133,20161113,15,16,21,22,27,33,15,96099197,8
16134,20161115,11,12,13,14,18,33,13,24247462,8
16135,20161117,2,8,10,18,20,33,12,22349407,8
16136,20161120,2,7,10,20,27,29,3,17813644,8
16137,20161122,1,6,9,10,15,32,14,2879504,7
16138,20161124,7,16,20,24,25,30,7,7139209,7
16139,20161127,1,6,19,26,28,30,3,12499064,8
16140,20161129,1,2,5,17,26,32,10,3210994,7
16141,20161201,4,13,15,17,21,24,15,6135722,7
16142,20161204,1,10,17,21,23,30,12,45040450,8
16143,20161206,6,9,23,24,25,33,13,30131280,8
16144,20161208,4,10,12,27,32,33,5,952770,6
16145,20161211,1,3,7,12,19,20,6,37326341,8
16146,20161213,3,7,15,16,17,23,10,9602841,7
16147,20161215,4,14,18,28,31,32,12,41898003,8
16148,20161218,1,2,11,20,26,30,14,28875156,8
16149,20161220,3,20,23,26,32,33,7,12039028,8
16150,20161222,2,4,5,9,13,21,5,8672283,7
16151,20161225,6,11,16,20,22,33,7,8279842,7
16152,20161227,2,8,9,16,20,22,7,4022460,7
16153,20161229,7,9,16,24,25,29,6,44141495,8
17001,20170101,9,11,14,20,25,26,15,9100929,7
17002,20170103,15,19,23,24,25,32,3,2457318,7
17003,20170105,1,4,8,15,27,32,16,65357777,8
17004,20170108,5,13,17,26,27,30,7,26077507,8
17005,20170110,6,11,12,22,23,30,5,24509590,8
17006,20170112,2,4,8,26,29,33,8,672156,6
17007,20170115,2,4,5,24,26,33,15,62100,5
17008,20170117,7,13,15,27,28,29,13,10738924,8
17009,20170119,2,6,8,9,15,29,14,46473264,8
17010,20170122,5,8,19,25,28,30,7,26762182,8
17011,20170124,10,11,12,23,26,29,16,1889099,7
17012,20170126,10,11,14,15,16,24,7,5911020,7
17013,20170205,8,11,28,29,31,33,6,4085098,7
17014,20170207,6,8,18,20,23,31,13,534583,6
17015,20170209,1,8,9,14,17,32,1,11203432,8
17016,20170212,5,8,16,22,27,29,2,13517881,8
17017,20170214,3,7,8,10,22,23,12,5191426,7
17018,20170216,1,2,3,17,25,31,9,2360018,7
