日期,科室,就诊量
20201227,内科,1
20201227,外科,4
20201227,儿科,11
20201227,妇产科,12
20201227,骨科,14
20201227,口腔科,23
20201227,皮肤科,4
20201229,内科,3
20201229,外科,19
20201229,儿科,22
20201229,妇产科,23
20201229,骨科,27
20201229,口腔科,29
20201229,皮肤科,7
20201231,内科,2
20201231,外科,9
20201231,儿科,10
20201231,妇产科,20
20201231,骨科,22
20201231,口腔科,26
20201231,皮肤科,1
20210103,内科,2
20210103,外科,3
20210103,儿科,13
20210103,妇产科,18
20210103,骨科,20
20210103,口腔科,31
20210103,皮肤科,11
20210105,内科,6
20210105,外科,10
20210105,儿科,13
20210105,妇产科,25
20210105,骨科,26
20210105,口腔科,32
20210105,皮肤科,11
20210107,内科,6
20210107,外科,9
20210107,儿科,16
20210107,妇产科,18
20210107,骨科,22
20210107,口腔科,29
20210107,皮肤科,11
20210110,内科,2
20210110,外科,3
20210110,儿科,7
20210110,妇产科,8
20210110,骨科,17
20210110,口腔科,22
20210110,皮肤科,15
20210112,内科,7
20210112,外科,9
20210112,儿科,14
20210112,妇产科,26
20210112,骨科,30
20210112,口腔科,31
20210112,皮肤科,4
20210114,内科,6
20210114,外科,8
20210114,儿科,22
20210114,妇产科,24
20210114,骨科,25
20210114,口腔科,26
20210114,皮肤科,1
20210117,内科,2
20210117,外科,4
20210117,儿科,12
20210117,妇产科,21
20210117,骨科,25
20210117,口腔科,32
20210117,皮肤科,16
20210119,内科,1
20210119,外科,5
20210119,儿科,7
20210119,妇产科,14
20210119,骨科,18
20210119,口腔科,33
20210119,皮肤科,7
20210121,内科,2
20210121,外科,4
20210121,儿科,7
20210121,妇产科,24
20210121,骨科,25
20210121,口腔科,32
20210121,皮肤科,13
20210124,内科,1
20210124,外科,4
20210124,儿科,11
20210124,妇产科,19
20210124,骨科,32
20210124,口腔科,33
20210124,皮肤科,5
20210126,内科,5
20210126,外科,10
20210126,儿科,16
20210126,妇产科,23
20210126,骨科,27
20210126,口腔科,33
20210126,皮肤科,14
20210128,内科,3
20210128,外科,6
20210128,儿科,14
20210128,妇产科,18
20210128,骨科,20
20210128,口腔科,26
20210128,皮肤科,1
20210131,内科,6
20210131,外科,9
20210131,儿科,12
20210131,妇产科,16
20210131,骨科,27
20210131,口腔科,31
20210131,皮肤科,6
20210202,内科,4
20210202,外科,15
20210202,儿科,21
20210202,妇产科,25
20210202,骨科,29
20210202,口腔科,33
20210202,皮肤科,6
20210204,内科,6
20210204,外科,14
20210204,儿科,16
20210204,妇产科,26
20210204,骨科,28
20210204,口腔科,29
20210204,皮肤科,7
20210207,内科,3
20210207,外科,8
20210207,儿科,9
20210207,妇产科,13
20210207,骨科,15
20210207,口腔科,18
20210207,皮肤科,10
20210221,内科,9
20210221,外科,15
20210221,儿科,18
20210221,妇产科,29
20210221,骨科,32
20210221,口腔科,33
20210221,皮肤科,2
20210223,内科,2
20210223,外科,8
20210223,儿科,14
20210223,妇产科,23
20210223,骨科,25
20210223,口腔科,32
20210223,皮肤科,6
20210225,内科,12
20210225,外科,16
20210225,儿科,17
20210225,妇产科,24
20210225,骨科,28
20210225,口腔科,29
20210225,皮肤科,8
20210228,内科,1
20210228,外科,3
20210228,儿科,6
20210228,妇产科,7
20210228,骨科,9
20210228,口腔科,11
20210228,皮肤科,2
20210302,内科,4
20210302,外科,8
20210302,儿科,17
20210302,妇产科,24
20210302,骨科,28
20210302,口腔科,33
20210302,皮肤科,13
20210304,内科,10
20210304,外科,15
20210304,儿科,17
20210304,妇产科,25
20210304,骨科,31
20210304,口腔科,32
20210304,皮肤科,6
20210307,内科,2
20210307,外科,21
20210307,儿科,22
20210307,妇产科,23
20210307,骨科,27
20210307,口腔科,28
20210307,皮肤科,11
20210309,内科,1
20210309,外科,4
20210309,儿科,6
20210309,妇产科,10
20210309,骨科,11
20210309,口腔科,18
20210309,皮肤科,2
20210311,内科,6
20210311,外科,8
20210311,儿科,14
20210311,妇产科,17
20210311,骨科,18
20210311,口腔科,30
20210311,皮肤科,11
20210314,内科,3
20210314,外科,5
20210314,儿科,13
20210314,妇产科,19
20210314,骨科,20
20210314,口腔科,25
20210314,皮肤科,3
20210316,内科,5
20210316,外科,7
20210316,儿科,9
20210316,妇产科,16
20210316,骨科,20
20210316,口腔科,26
20210316,皮肤科,8
20210318,内科,11
20210318,外科,16
20210318,儿科,23
20210318,妇产科,26
20210318,骨科,27
20210318,口腔科,33
20210318,皮肤科,5
20210321,内科,8
20210321,外科,10
20210321,儿科,15
20210321,妇产科,17
20210321,骨科,22
20210321,口腔科,30
20210321,皮肤科,12
20210323,内科,8
20210323,外科,9
20210323,儿科,13
20210323,妇产科,27
20210323,骨科,29
20210323,口腔科,31
20210323,皮肤科,5
20210325,内科,6
20210325,外科,11
20210325,儿科,21
20210325,妇产科,25
20210325,骨科,28
20210325,口腔科,31
20210325,皮肤科,7
20210328,内科,1
20210328,外科,5
20210328,儿科,8
20210328,妇产科,15
20210328,骨科,16
20210328,口腔科,30
20210328,皮肤科,3
20210330,内科,2
20210330,外科,12
20210330,儿科,13
20210330,妇产科,14
20210330,骨科,31
20210330,口腔科,33
20210330,皮肤科,6
20210401,内科,4
20210401,外科,10
20210401,儿科,12
20210401,妇产科,18
20210401,骨科,23
20210401,口腔科,25
20210401,皮肤科,1
20210404,内科,12
20210404,外科,14
20210404,儿科,18
20210404,妇产科,20
20210404,骨科,26
20210404,口腔科,28
20210404,皮肤科,11
20210406,内科,1
20210406,外科,2
20210406,儿科,6
20210406,妇产科,11
20210406,骨科,21
20210406,口腔科,26
20210406,皮肤科,11
20210408,内科,13
20210408,外科,17
20210408,儿科,19
20210408,妇产科,24
20210408,骨科,26
20210408,口腔科,30
20210408,皮肤科,12
20210411,内科,5
20210411,外科,7
20210411,儿科,9
20210411,妇产科,16
20210411,骨科,18
20210411,口腔科,27
20210411,皮肤科,6
20210413,内科,2
20210413,外科,8
20210413,儿科,21
20210413,妇产科,24
20210413,骨科,29
20210413,口腔科,31
20210413,皮肤科,13
20210415,内科,2
20210415,外科,6
20210415,儿科,7
20210415,妇产科,24
20210415,骨科,28
20210415,口腔科,29
20210415,皮肤科,16
20210418,内科,2
20210418,外科,9
20210418,儿科,18
20210418,妇产科,23
20210418,骨科,26
20210418,口腔科,32
20210418,皮肤科,14
20210420,内科,5
20210420,外科,9
20210420,儿科,10
20210420,妇产科,22
20210420,骨科,25
20210420,口腔科,27
20210420,皮肤科,8
20210422,内科,2
20210422,外科,3
20210422,儿科,17
20210422,妇产科,18
20210422,骨科,23
20210422,口腔科,24
20210422,皮肤科,1
20210425,内科,5
20210425,外科,7
20210425,儿科,14
20210425,妇产科,17
20210425,骨科,26
20210425,口腔科,28
20210425,皮肤科,13
20210427,内科,1
20210427,外科,4
20210427,儿科,14
20210427,妇产科,15
20210427,骨科,17
20210427,口腔科,32
20210427,皮肤科,2
20210429,内科,5
20210429,外科,9
20210429,儿科,13
20210429,妇产科,21
20210429,骨科,28
20210429,口腔科,33
20210429,皮肤科,6
20210502,内科,3
20210502,外科,7
20210502,儿科,13
20210502,妇产科,16
20210502,骨科,24
20210502,口腔科,29
20210502,皮肤科,1
20210504,内科,4
20210504,外科,15
20210504,儿科,17
20210504,妇产科,22
20210504,骨科,29
20210504,口腔科,32
20210504,皮肤科,3
20210506,内科,4
20210506,外科,11
20210506,儿科,13
20210506,妇产科,22
20210506,骨科,25
20210506,口腔科,32
20210506,皮肤科,1
20210509,内科,2
20210509,外科,9
20210509,儿科,10
20210509,妇产科,16
20210509,骨科,25
20210509,口腔科,28
20210509,皮肤科,8
20210511,内科,8
20210511,外科,9
20210511,儿科,10
20210511,妇产科,19
20210511,骨科,27
20210511,口腔科,29
20210511,皮肤科,15
20210513,内科,3
20210513,外科,4
20210513,儿科,6
20210513,妇产科,19
20210513,骨科,21
20210513,口腔科,30
20210513,皮肤科,14
20210516,内科,7
20210516,外科,10
20210516,儿科,14
20210516,妇产科,16
20210516,骨科,24
20210516,口腔科,33
20210516,皮肤科,16
20210518,内科,7
20210518,外科,13
20210518,儿科,21
20210518,妇产科,22
20210518,骨科,24
20210518,口腔科,31
20210518,皮肤科,2
20210520,内科,3
20210520,外科,11
20210520,儿科,12
20210520,妇产科,16
20210520,骨科,22
20210520,口腔科,28
20210520,皮肤科,10
20210523,内科,8
20210523,外科,21
20210523,儿科,22
20210523,妇产科,23
20210523,骨科,29
20210523,口腔科,32
20210523,皮肤科,1
20210525,内科,5
20210525,外科,6
20210525,儿科,9
20210525,妇产科,17
20210525,骨科,25
20210525,口腔科,33
20210525,皮肤科,16
20210527,内科,9
20210527,外科,11
20210527,儿科,13
20210527,妇产科,18
20210527,骨科,19
20210527,口腔科,28
20210527,皮肤科,14
20210530,内科,1
20210530,外科,9
20210530,儿科,11
20210530,妇产科,18
20210530,骨科,32
20210530,口腔科,33
20210530,皮肤科,14
20210601,内科,10
20210601,外科,11
20210601,儿科,17
20210601,妇产科,20
20210601,骨科,29
20210601,口腔科,30
20210601,皮肤科,15
20210603,内科,4
20210603,外科,9
20210603,儿科,12
20210603,妇产科,18
20210603,骨科,20
20210603,口腔科,23
20210603,皮肤科,1
20210606,内科,12
20210606,外科,13
20210606,儿科,15
20210606,妇产科,20
20210606,骨科,22
20210606,口腔科,25
20210606,皮肤科,10
20210608,内科,4
20210608,外科,5
20210608,儿科,6
20210608,妇产科,9
20210608,骨科,23
20210608,口腔科,24
20210608,皮肤科,9
20210610,内科,4
20210610,外科,6
20210610,儿科,8
20210610,妇产科,15
20210610,骨科,16
20210610,口腔科,18
20210610,皮肤科,16
20210613,内科,1
20210613,外科,4
20210613,儿科,8
20210613,妇产科,19
20210613,骨科,29
20210613,口腔科,33
20210613,皮肤科,16
20210615,内科,2
20210615,外科,6
20210615,儿科,19
20210615,妇产科,26
20210615,骨科,30
20210615,口腔科,33
20210615,皮肤科,15
20210617,内科,1
20210617,外科,11
20210617,儿科,19
20210617,妇产科,23
20210617,骨科,25
20210617,口腔科,29
20210617,皮肤科,9
20210620,内科,4
20210620,外科,14
20210620,儿科,18
20210620,妇产科,24
20210620,骨科,31
20210620,口腔科,32
20210620,皮肤科,15
20210622,内科,6
20210622,外科,11
20210622,儿科,18
20210622,妇产科,20
20210622,骨科,23
20210622,口腔科,26
20210622,皮肤科,5
20210624,内科,1
20210624,外科,5
20210624,儿科,11
20210624,妇产科,15
20210624,骨科,16
20210624,口腔科,29
20210624,皮肤科,15
20210627,内科,1
20210627,外科,7
20210627,儿科,24
20210627,妇产科,31
20210627,骨科,32
20210627,口腔科,33
20210627,皮肤科,8
20210629,内科,1
20210629,外科,9
20210629,儿科,15
20210629,妇产科,16
20210629,骨科,19
20210629,口腔科,21
20210629,皮肤科,15
20210701,内科,1
20210701,外科,6
20210701,儿科,18
20210701,妇产科,22
20210701,骨科,24
20210701,口腔科,25
20210701,皮肤科,8
20210704,内科,4
20210704,外科,5
20210704,儿科,9
20210704,妇产科,14
20210704,骨科,25
20210704,口腔科,27
20210704,皮肤科,7
20210706,内科,12
20210706,外科,15
20210706,儿科,16
20210706,妇产科,21
20210706,骨科,22
20210706,口腔科,29
20210706,皮肤科,1
20210708,内科,3
20210708,外科,9
20210708,儿科,21
20210708,妇产科,23
20210708,骨科,30
20210708,口腔科,32
20210708,皮肤科,6
20210711,内科,8
20210711,外科,15
20210711,儿科,17
20210711,妇产科,25
20210711,骨科,27
20210711,口腔科,30
20210711,皮肤科,10
20210713,内科,4
20210713,外科,6
20210713,儿科,15
20210713,妇产科,26
20210713,骨科,27
20210713,口腔科,31
20210713,皮肤科,12
20210715,内科,1
20210715,外科,3
20210715,儿科,10
20210715,妇产科,24
20210715,骨科,28
20210715,口腔科,29
20210715,皮肤科,13
20210718,内科,5
20210718,外科,8
20210718,儿科,22
20210718,妇产科,23
20210718,骨科,24
20210718,口腔科,29
20210718,皮肤科,9
20210720,内科,1
20210720,外科,3
20210720,儿科,5
20210720,妇产科,18
20210720,骨科,22
20210720,口腔科,23
20210720,皮肤科,1
20210722,内科,3
20210722,外科,6
20210722,儿科,11
20210722,妇产科,13
20210722,骨科,26
20210722,口腔科,32
20210722,皮肤科,5
20210725,内科,4
20210725,外科,9
20210725,儿科,11
20210725,妇产科,25
20210725,骨科,28
20210725,口腔科,33
20210725,皮肤科,4
20210727,内科,5
20210727,外科,7
20210727,儿科,9
20210727,妇产科,11
20210727,骨科,21
20210727,口腔科,28
20210727,皮肤科,1
20210729,内科,5
20210729,外科,6
20210729,儿科,7
20210729,妇产科,11
20210729,骨科,14
20210729,口腔科,20
20210729,皮肤科,2
20210801,内科,6
20210801,外科,8
20210801,儿科,10
20210801,妇产科,14
20210801,骨科,28
20210801,口腔科,29
20210801,皮肤科,1
20210803,内科,2
20210803,外科,13
20210803,儿科,16
20210803,妇产科,19
20210803,骨科,23
20210803,口腔科,24
20210803,皮肤科,4
20210805,内科,4
20210805,外科,12
20210805,儿科,15
20210805,妇产科,16
20210805,骨科,19
20210805,口腔科,26
20210805,皮肤科,6
20210808,内科,1
20210808,外科,2
20210808,儿科,7
20210808,妇产科,13
20210808,骨科,23
20210808,口腔科,24
20210808,皮肤科,12
20210810,内科,5
20210810,外科,6
20210810,儿科,12
20210810,妇产科,14
20210810,骨科,27
20210810,口腔科,28
20210810,皮肤科,8
20210812,内科,4
20210812,外科,6
20210812,儿科,16
20210812,妇产科,24
20210812,骨科,26
20210812,口腔科,33
20210812,皮肤科,16
20210815,内科,2
20210815,外科,7
20210815,儿科,8
20210815,妇产科,10
20210815,骨科,12
20210815,口腔科,31
20210815,皮肤科,3
20210817,内科,5
20210817,外科,11
20210817,儿科,15
20210817,妇产科,23
20210817,骨科,28
20210817,口腔科,33
20210817,皮肤科,3
20210819,内科,9
20210819,外科,11
20210819,儿科,24
20210819,妇产科,25
20210819,骨科,28
20210819,口腔科,33
20210819,皮肤科,15
20210822,内科,8
20210822,外科,12
20210822,儿科,17
20210822,妇产科,24
20210822,骨科,27
20210822,口腔科,28
20210822,皮肤科,13
20210824,内科,1
20210824,外科,7
20210824,儿科,11
20210824,妇产科,14
20210824,骨科,15
20210824,口腔科,26
20210824,皮肤科,11
20210826,内科,3
20210826,外科,11
20210826,儿科,12
20210826,妇产科,13
20210826,骨科,25
20210826,口腔科,28
20210826,皮肤科,12
20210829,内科,1
20210829,外科,10
20210829,儿科,13
20210829,妇产科,18
20210829,骨科,26
20210829,口腔科,32
20210829,皮肤科,5
20210831,内科,9
20210831,外科,11
20210831,儿科,17
20210831,妇产科,18
20210831,骨科,20
20210831,口腔科,27
20210831,皮肤科,15
20210902,内科,7
20210902,外科,9
20210902,儿科,12
20210902,妇产科,13
20210902,骨科,14
20210902,口腔科,29
20210902,皮肤科,16
20210905,内科,2
20210905,外科,4
20210905,儿科,12
20210905,妇产科,22
20210905,骨科,29
20210905,口腔科,31
20210905,皮肤科,1
20210907,内科,5
20210907,外科,9
20210907,儿科,15
20210907,妇产科,24
20210907,骨科,27
20210907,口腔科,30
20210907,皮肤科,9
20210909,内科,10
20210909,外科,13
20210909,儿科,15
20210909,妇产科,25
20210909,骨科,29
20210909,口腔科,30
20210909,皮肤科,15
20210912,内科,1
20210912,外科,7
20210912,儿科,17
20210912,妇产科,20
20210912,骨科,22
20210912,口腔科,28
20210912,皮肤科,15
20210914,内科,10
20210914,外科,14
20210914,儿科,15
20210914,妇产科,22
20210914,骨科,27
20210914,口腔科,32
20210914,皮肤科,9
20210916,内科,1
20210916,外科,4
20210916,儿科,7
20210916,妇产科,14
20210916,骨科,30
20210916,口腔科,31
20210916,皮肤科,3
20210919,内科,2
20210919,外科,3
20210919,儿科,17
20210919,妇产科,19
20210919,骨科,25
20210919,口腔科,30
20210919,皮肤科,1
20210921,内科,11
20210921,外科,15
20210921,儿科,18
20210921,妇产科,24
20210921,骨科,26
20210921,口腔科,32
20210921,皮肤科,9
20210923,内科,2
20210923,外科,3
20210923,儿科,10
20210923,妇产科,17
20210923,骨科,20
20210923,口腔科,26
20210923,皮肤科,16
20210926,内科,10
20210926,外科,13
20210926,儿科,15
20210926,妇产科,24
20210926,骨科,31
20210926,口腔科,32
20210926,皮肤科,2
20210928,内科,17
20210928,外科,20
20210928,儿科,22
20210928,妇产科,23
20210928,骨科,26
20210928,口腔科,28
20210928,皮肤科,6
20210930,内科,5
20210930,外科,6
20210930,儿科,21
20210930,妇产科,25
20210930,骨科,28
20210930,口腔科,33
20210930,皮肤科,7
20211005,内科,4
20211005,外科,7
20211005,儿科,10
20211005,妇产科,22
20211005,骨科,27
20211005,口腔科,30
20211005,皮肤科,2
20211007,内科,4
20211007,外科,6
20211007,儿科,8
20211007,妇产科,14
20211007,骨科,24
20211007,口腔科,27
20211007,皮肤科,2
20211010,内科,2
20211010,外科,10
20211010,儿科,12
20211010,妇产科,15
20211010,骨科,24
20211010,口腔科,27
20211010,皮肤科,8
20211012,内科,6
20211012,外科,14
20211012,儿科,17
20211012,妇产科,18
20211012,骨科,31
20211012,口腔科,33
20211012,皮肤科,6
20211014,内科,3
20211014,外科,5
20211014,儿科,17
20211014,妇产科,21
20211014,骨科,27
20211014,口腔科,33
20211014,皮肤科,4
20211017,内科,2
20211017,外科,6
20211017,儿科,14
20211017,妇产科,18
20211017,骨科,20
20211017,口腔科,31
20211017,皮肤科,13
20211019,内科,3
20211019,外科,9
20211019,儿科,10
20211019,妇产科,11
20211019,骨科,28
20211019,口腔科,29
20211019,皮肤科,13
20211021,内科,1
20211021,外科,7
20211021,儿科,8
20211021,妇产科,12
20211021,骨科,13
20211021,口腔科,18
20211021,皮肤科,5
20211024,内科,4
20211024,外科,5
20211024,儿科,12
20211024,妇产科,16
20211024,骨科,22
20211024,口腔科,30
20211024,皮肤科,15
20211026,内科,4
20211026,外科,5
20211026,儿科,12
20211026,妇产科,15
20211026,骨科,18
20211026,口腔科,28
20211026,皮肤科,7
20211028,内科,6
20211028,外科,14
20211028,儿科,15
20211028,妇产科,19
20211028,骨科,29
20211028,口腔科,31
20211028,皮肤科,5
20211031,内科,1
20211031,外科,3
20211031,儿科,18
20211031,妇产科,22
20211031,骨科,29
20211031,口腔科,32
20211031,皮肤科,2
20211102,内科,14
20211102,外科,19
20211102,儿科,20
20211102,妇产科,23
20211102,骨科,24
20211102,口腔科,31
20211102,皮肤科,9
20211104,内科,19
20211104,外科,20
20211104,儿科,23
20211104,妇产科,27
20211104,骨科,28
20211104,口腔科,31
20211104,皮肤科,1
20211107,内科,7
20211107,外科,15
20211107,儿科,16
20211107,妇产科,20
20211107,骨科,27
20211107,口腔科,29
20211107,皮肤科,7
20211109,内科,5
20211109,外科,17
20211109,儿科,20
20211109,妇产科,21
20211109,骨科,23
20211109,口腔科,33
20211109,皮肤科,4
20211111,内科,4
20211111,外科,15
20211111,儿科,21
20211111,妇产科,27
20211111,骨科,28
20211111,口腔科,29
20211111,皮肤科,10
20211114,内科,8
20211114,外科,9
20211114,儿科,15
20211114,妇产科,24
20211114,骨科,26
20211114,口腔科,30
20211114,皮肤科,6
20211116,内科,8
20211116,外科,11
20211116,儿科,18
20211116,妇产科,19
20211116,骨科,20
20211116,口腔科,24
20211116,皮肤科,1
20211118,内科,1
20211118,外科,4
20211118,儿科,6
20211118,妇产科,14
20211118,骨科,20
20211118,口腔科,28
20211118,皮肤科,8
20211121,内科,1
20211121,外科,3
20211121,儿科,12
20211121,妇产科,19
20211121,骨科,27
20211121,口腔科,31
20211121,皮肤科,10
20211123,内科,1
20211123,外科,2
20211123,儿科,16
20211123,妇产科,19
20211123,骨科,25
20211123,口腔科,31
20211123,皮肤科,8
20211125,内科,3
20211125,外科,10
20211125,儿科,17
20211125,妇产科,19
20211125,骨科,21
20211125,口腔科,31
20211125,皮肤科,4
20211128,内科,2
20211128,外科,6
20211128,儿科,9
20211128,妇产科,15
20211128,骨科,19
20211128,口腔科,28
20211128,皮肤科,16
20211130,内科,3
20211130,外科,7
20211130,儿科,10
20211130,妇产科,14
20211130,骨科,21
20211130,口腔科,24
20211130,皮肤科,1
20211202,内科,11
20211202,外科,14
20211202,儿科,15
20211202,妇产科,16
20211202,骨科,27
20211202,口腔科,32
20211202,皮肤科,9
20211205,内科,12
20211205,外科,14
20211205,儿科,19
20211205,妇产科,23
20211205,骨科,24
20211205,口腔科,27
20211205,皮肤科,1
20211207,内科,5
20211207,外科,10
20211207,儿科,16
20211207,妇产科,26
20211207,骨科,27
20211207,口腔科,33
20211207,皮肤科,1
20211209,内科,1
20211209,外科,14
20211209,儿科,19
20211209,妇产科,23
20211209,骨科,26
20211209,口腔科,30
20211209,皮肤科,10
20211212,内科,4
20211212,外科,7
20211212,儿科,17
20211212,妇产科,19
20211212,骨科,20
20211212,口腔科,24
20211212,皮肤科,16
20211214,内科,1
20211214,外科,9
20211214,儿科,11
20211214,妇产科,13
20211214,骨科,20
20211214,口腔科,29
20211214,皮肤科,9
20211216,内科,2
20211216,外科,5
20211216,儿科,13
20211216,妇产科,15
20211216,骨科,23
20211216,口腔科,26
20211216,皮肤科,7
20211219,内科,4
20211219,外科,7
20211219,儿科,10
20211219,妇产科,14
20211219,骨科,16
20211219,口腔科,26
20211219,皮肤科,9
20211221,内科,7
20211221,外科,9
20211221,儿科,21
20211221,妇产科,22
20211221,骨科,26
20211221,口腔科,32
20211221,皮肤科,3
20211223,内科,5
20211223,外科,10
20211223,儿科,11
20211223,妇产科,13
20211223,骨科,27
20211223,口腔科,28
20211223,皮肤科,9
20211226,内科,10
20211226,外科,12
20211226,儿科,15
20211226,妇产科,17
20211226,骨科,19
20211226,口腔科,20
20211226,皮肤科,8
20211228,内科,5
20211228,外科,10
20211228,儿科,15
20211228,妇产科,18
20211228,骨科,19
20211228,口腔科,32
20211228,皮肤科,5
20211230,内科,9
20211230,外科,14
20211230,儿科,20
20211230,妇产科,21
20211230,骨科,24
20211230,口腔科,26
20211230,皮肤科,4
20220102,内科,6
20220102,外科,13
20220102,儿科,15
20220102,妇产科,17
20220102,骨科,20
20220102,口腔科,21
20220102,皮肤科,3
20220104,内科,2
20220104,外科,12
20220104,儿科,21
20220104,妇产科,23
20220104,骨科,25
20220104,口腔科,31
20220104,皮肤科,8
20220106,内科,2
20220106,外科,5
20220106,儿科,16
20220106,妇产科,17
20220106,骨科,18
20220106,口腔科,30
20220106,皮肤科,6
20220109,内科,5
20220109,外科,19
20220109,儿科,24
20220109,妇产科,28
20220109,骨科,30
20220109,口腔科,32
20220109,皮肤科,14
20220111,内科,7
20220111,外科,10
20220111,儿科,12
20220111,妇产科,16
20220111,骨科,19
20220111,口腔科,31
20220111,皮肤科,16
20220113,内科,3
20220113,外科,6
20220113,儿科,9
20220113,妇产科,15
20220113,骨科,22
20220113,口腔科,31
20220113,皮肤科,2
20220116,内科,1
20220116,外科,20
20220116,儿科,22
20220116,妇产科,23
20220116,骨科,25
20220116,口腔科,28
20220116,皮肤科,16
20220118,内科,2
20220118,外科,3
20220118,儿科,7
20220118,妇产科,9
20220118,骨科,20
20220118,口腔科,21
20220118,皮肤科,13
20220120,内科,4
20220120,外科,15
20220120,儿科,17
20220120,妇产科,19
20220120,骨科,25
20220120,口腔科,28
20220120,皮肤科,16
20220123,内科,12
20220123,外科,18
20220123,儿科,19
20220123,妇产科,20
20220123,骨科,21
20220123,口腔科,32
20220123,皮肤科,15
20220125,内科,6
20220125,外科,15
20220125,儿科,23
20220125,妇产科,24
20220125,骨科,25
20220125,口腔科,33
20220125,皮肤科,15
20220127,内科,4
20220127,外科,7
20220127,儿科,8
20220127,妇产科,29
20220127,骨科,30
20220127,口腔科,31
20220127,皮肤科,1
20220208,内科,2
20220208,外科,3
20220208,儿科,4
20220208,妇产科,7
20220208,骨科,10
20220208,口腔科,18
20220208,皮肤科,15
20220210,内科,6
20220210,外科,7
20220210,儿科,13
20220210,妇产科,14
20220210,骨科,15
20220210,口腔科,27
20220210,皮肤科,4
20220213,内科,6
20220213,外科,14
20220213,儿科,16
20220213,妇产科,27
20220213,骨科,28
20220213,口腔科,31
20220213,皮肤科,7
20220215,内科,5
20220215,外科,10
20220215,儿科,19
20220215,妇产科,20
20220215,骨科,29
20220215,口腔科,31
20220215,皮肤科,14
20220217,内科,6
20220217,外科,9
20220217,儿科,24
20220217,妇产科,29
20220217,骨科,30
20220217,口腔科,32
20220217,皮肤科,7
20220220,内科,7
20220220,外科,11
20220220,儿科,16
20220220,妇产科,17
20220220,骨科,30
20220220,口腔科,32
20220220,皮肤科,16
20220222,内科,5
20220222,外科,6
20220222,儿科,14
20220222,妇产科,20
20220222,骨科,21
20220222,口腔科,25
20220222,皮肤科,8
20220224,内科,9
20220224,外科,11
20220224,儿科,14
20220224,妇产科,22
20220224,骨科,30
20220224,口腔科,32
20220224,皮肤科,1
20220227,内科,3
20220227,外科,7
20220227,儿科,22
20220227,妇产科,24
20220227,骨科,26
20220227,口腔科,31
20220227,皮肤科,14
20220301,内科,1
20220301,外科,7
20220301,儿科,11
20220301,妇产科,15
20220301,骨科,17
20220301,口腔科,19
20220301,皮肤科,6
20220303,内科,7
20220303,外科,12
20220303,儿科,17
20220303,妇产科,19
20220303,骨科,24
20220303,口腔科,25
20220303,皮肤科,2
20220306,内科,7
20220306,外科,9
20220306,儿科,10
20220306,妇产科,14
20220306,骨科,19
20220306,口腔科,24
20220306,皮肤科,15
20220308,内科,6
20220308,外科,19
20220308,儿科,24
20220308,妇产科,25
20220308,骨科,28
20220308,口腔科,32
20220308,皮肤科,4
20220310,内科,3
20220310,外科,4
20220310,儿科,10
20220310,妇产科,15
20220310,骨科,22
20220310,口腔科,24
20220310,皮肤科,2
20220313,内科,14
20220313,外科,15
20220313,儿科,18
20220313,妇产科,19
20220313,骨科,26
20220313,口腔科,32
20220313,皮肤科,9
20220315,内科,5
20220315,外科,11
20220315,儿科,20
20220315,妇产科,22
20220315,骨科,23
20220315,口腔科,29
20220315,皮肤科,9
20220317,内科,3
20220317,外科,8
20220317,儿科,10
20220317,妇产科,13
20220317,骨科,26
20220317,口腔科,32
20220317,皮肤科,8
20220320,内科,12
20220320,外科,23
20220320,儿科,24
20220320,妇产科,26
20220320,骨科,27
20220320,口腔科,30
20220320,皮肤科,5
20220322,内科,1
20220322,外科,10
20220322,儿科,11
20220322,妇产科,22
20220322,骨科,26
20220322,口腔科,32
20220322,皮肤科,7
20220324,内科,4
20220324,外科,10
20220324,儿科,11
20220324,妇产科,14
20220324,骨科,23
20220324,口腔科,32
20220324,皮肤科,7
20220327,内科,5
20220327,外科,12
20220327,儿科,19
20220327,妇产科,22
20220327,骨科,25
20220327,口腔科,26
20220327,皮肤科,5
20220329,内科,14
20220329,外科,17
20220329,儿科,26
20220329,妇产科,31
20220329,骨科,32
20220329,口腔科,33
20220329,皮肤科,10
20220331,内科,8
20220331,外科,12
20220331,儿科,13
20220331,妇产科,19
20220331,骨科,23
20220331,口腔科,25
20220331,皮肤科,15
20220403,内科,2
20220403,外科,3
20220403,儿科,14
20220403,妇产科,16
20220403,骨科,26
20220403,口腔科,31
20220403,皮肤科,2
20220405,内科,1
20220405,外科,10
20220405,儿科,13
20220405,妇产科,20
20220405,骨科,22
20220405,口腔科,32
20220405,皮肤科,14
20220407,内科,9
20220407,外科,12
20220407,儿科,13
20220407,妇产科,16
20220407,骨科,24
20220407,口腔科,32
20220407,皮肤科,4
20220410,内科,2
20220410,外科,6
20220410,儿科,7
20220410,妇产科,10
20220410,骨科,15
20220410,口腔科,20
20220410,皮肤科,5
20220412,内科,3
20220412,外科,12
20220412,儿科,14
20220412,妇产科,16
20220412,骨科,31
20220412,口腔科,33
20220412,皮肤科,12
20220414,内科,5
20220414,外科,7
20220414,儿科,21
20220414,妇产科,22
20220414,骨科,24
20220414,口腔科,29
20220414,皮肤科,14
20220417,内科,5
20220417,外科,10
